num_leaves,max_depth,min_child_samples,best iteration,model size,train rmse,test rmse,test rmse stddev
20,5,50,6416,10654091,3194212,4541683,137647.81013830428
10,5,50,8638,8771688,3406657,4559951,140067.07903051763
1000,5,40,6614,11935932,3040381,4528474,151784.9042926539
500,5,40,6614,11935931,3040381,4528474,151784.9042926539
300,5,40,6614,11935931,3040381,4528474,151784.9042926539
250,5,40,6614,11935931,3040381,4528474,151784.9042926539
200,5,40,6614,11935931,3040381,4528474,151784.9042926539
150,5,40,6614,11935931,3040381,4528474,151784.9042926539
100,5,40,6614,11935931,3040381,4528474,151784.9042926539
50,5,40,6614,11935930,3040381,4528474,151784.9042926539
31,5,40,6337,11442508,3072499,4538213,150689.3492318612
25,5,40,5737,10151682,3164751,4535726,150337.70909611278
20,5,40,6809,11121139,3088823,4515976,148432.66166300132
10,5,40,8799,8894562,3362830,4550920,160113.43572505197
1000,5,30,6803,13096245,2873634,4499934,140283.01913680666
500,5,30,6803,13096244,2873634,4499934,140283.01913680666
300,5,30,6803,13096244,2873634,4499934,140283.01913680666
250,5,30,6803,13096244,2873634,4499934,140283.01913680666
200,5,30,6803,13096244,2873634,4499934,140283.01913680666
150,5,30,6803,13096244,2873634,4499934,140283.01913680666
100,5,30,6803,13096244,2873634,4499934,140283.01913680666
50,5,30,6803,13096243,2873634,4499934,140283.01913680666
31,5,30,6840,13177314,2867098,4494403,134258.75100883545
25,5,30,6520,12246674,2922430,4495729,140106.90019392356
20,5,30,7087,12005126,2932278,4489137,143094.70794434758
10,5,30,8585,8683024,3308896,4537403,127518.29401081339
1000,5,25,5983,12074081,2894943,4506622,150796.82894129612
500,5,25,5983,12074080,2894943,4506622,150796.82894129612
300,5,25,5983,12074080,2894943,4506622,150796.82894129612
250,5,25,5983,12074080,2894943,4506622,150796.82894129612
200,5,25,5983,12074080,2894943,4506622,150796.82894129612
150,5,25,5983,12074080,2894943,4506622,150796.82894129612
100,5,25,5983,12074080,2894943,4506622,150796.82894129612
50,5,25,5983,12074079,2894943,4506622,150796.82894129612
31,5,25,6246,12545102,2855043,4493804,143217.9272789386
25,5,25,5523,10694228,3002968,4505385,150981.57091008505
20,5,25,6797,11766119,2905689,4495375,141220.62591878104
10,5,25,9393,9497281,3189863,4533723,135202.27488024806
1000,5,20,5740,12135780,2817581,4490686,138986.99207836174
500,5,20,5740,12135779,2817581,4490686,138986.99207836174
300,5,20,5740,12135779,2817581,4490686,138986.99207836174
250,5,20,5740,12135779,2817581,4490686,138986.99207836174
200,5,20,5740,12135779,2817581,4490686,138986.99207836174
150,5,20,5740,12135779,2817581,4490686,138986.99207836174
100,5,20,5740,12135779,2817581,4490686,138986.99207836174
50,5,20,5740,12135778,2817581,4490686,138986.99207836174
31,5,20,5259,11141174,2891696,4494447,141928.9184796438
25,5,20,5834,11801649,2838386,4496711,140218.49552034657
20,5,20,6079,10787035,2915640,4486675,144312.52264727815
10,5,20,9157,9273306,3162379,4530477,139070.79586326875
1000,5,15,5429,12288394,2767299,4487734,135405.29242804338
500,5,15,5429,12288393,2767299,4487734,135405.29242804338
300,5,15,5429,12288393,2767299,4487734,135405.29242804338
250,5,15,5429,12288393,2767299,4487734,135405.29242804338
200,5,15,5429,12288393,2767299,4487734,135405.29242804338
150,5,15,5429,12288393,2767299,4487734,135405.29242804338
100,5,15,5429,12288393,2767299,4487734,135405.29242804338
50,5,15,5429,12288392,2767299,4487734,135405.29242804338
31,5,15,5793,13050890,2734247,4476861,143563.86895468176
25,5,15,5991,12715378,2732118,4480430,146041.4123874174
20,5,15,6458,11821086,2796786,4478942,137514.69835491944
10,5,15,9526,9767339,3077468,4513469,141407.7756700364
1000,5,10,5261,12874769,2698051,4478509,134209.90133575132
500,5,10,5261,12874768,2698051,4478509,134209.90133575132
300,5,10,5261,12874768,2698051,4478509,134209.90133575132
250,5,10,5261,12874768,2698051,4478509,134209.90133575132
200,5,10,5261,12874768,2698051,4478509,134209.90133575132
150,5,10,5261,12874768,2698051,4478509,134209.90133575132
100,5,10,5261,12874768,2698051,4478509,134209.90133575132
50,5,10,5261,12874767,2698051,4478509,134209.90133575132
31,5,10,5288,12924425,2687244,4478147,142761.46196441044
25,5,10,5233,11745041,2758933,4482146,140550.597805559
20,5,10,6408,12157116,2744400,4469689,136585.4734500665
10,5,10,9379,9794567,3041087,4514491,139005.15504015284
1000,5,5,5354,14121709,2542302,4466308,133887.34321603432
500,5,5,5354,14121708,2542302,4466308,133887.34321603432
300,5,5,5354,14121708,2542302,4466308,133887.34321603432
250,5,5,5354,14121708,2542302,4466308,133887.34321603432
200,5,5,5354,14121708,2542302,4466308,133887.34321603432
150,5,5,5354,14121708,2542302,4466308,133887.34321603432
100,5,5,5354,14121708,2542302,4466308,133887.34321603432
50,5,5,5354,14121707,2542302,4466308,133887.34321603432
31,5,5,5280,13886115,2544527,4463002,125079.22376378436
25,5,5,5447,12646491,2615087,4471955,143417.0500594613
20,5,5,6886,13272878,2587545,4468977,134281.1741171835
10,5,5,9584,10060204,2958246,4509441,128130.41126428827
1000,5,3,4743,12996036,2596910,4477124,130462.48341083732
500,5,3,4743,12996035,2596910,4477124,130462.48341083732
300,5,3,4743,12996035,2596910,4477124,130462.48341083732
250,5,3,4743,12996035,2596910,4477124,130462.48341083732
200,5,3,4743,12996035,2596910,4477124,130462.48341083732
150,5,3,4743,12996035,2596910,4477124,130462.48341083732
100,5,3,4743,12996035,2596910,4477124,130462.48341083732
50,5,3,4743,12996034,2596910,4477124,130462.48341083732
31,5,3,5717,15494413,2438959,4463288,140977.22944338812
25,5,3,5855,13748421,2511928,4458431,133609.07435011482
20,5,3,6787,13118777,2584380,4464261,128001.02888124507
10,5,3,9041,9476250,2978343,4513604,132739.31649354938
1000,5,2,5108,14309566,2492842,4462867,139023.77968458805
500,5,2,5108,14309566,2492842,4462867,139023.77968458805
300,5,2,5108,14309565,2492842,4462867,139023.77968458805
250,5,2,5108,14309565,2492842,4462867,139023.77968458805
200,5,2,5108,14309566,2492842,4462867,139023.77968458805
150,5,2,5108,14309566,2492842,4462867,139023.77968458805
100,5,2,5108,14309565,2492842,4462867,139023.77968458805
50,5,2,5108,14309565,2492842,4462867,139023.77968458805
31,5,2,5033,13958819,2509830,4460262,134158.40916448634
25,5,2,6409,15181038,2396422,4453296,128225.12269206028
20,5,2,6117,11876448,2652478,4471086,131828.10784728546
10,5,2,9384,9855692,2928740,4503271,141629.23126692494
